,Клиент,unique_orders_count,unique_orders_order_list
3416,РК ИЖЕМСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА,1,[10467]
3417,РК Крутогоровское,1,[9231]
3418,РК Крымтроллейбус,1,[11845]
3419,РК Строй,1,[8108]
3420,РК Черноморнефтегаз,2,[10807 11249]
3421,РКБ,1,[11080]
3422,РКМ,1,[7142]
3423,РКНГ,1,[8450]
3424,РКС - ЧВ,1,[13397]
3425,РКС Девелопмент,1,[10648]
3426,РМ Рейл Холдинг,1,[9083]
3427,РМ-стил,1,[9399]
3428,РМБ ТехСнаб,1,[7222]
3429,РМУ-1 ,1,[8590]
3430,РН - Бурение ,1,[13831]
3431,РН-АЭРО,3,[10001 13326 11138]
3432,РН-БашНИПИнефть,3,[ 8405 12934 10930]
3433,РН-Бурение,1,[6855]
3434,РН-Ванкор,4,[ 9543 14641 15023 13336]
3435,РН-Краснодарнефтегаз,3,[ 7677 13528 11515]
3436,РН-Морской терминал Туапсе,1,[14861]
3437,РН-Москва,1,[13997]
3438,РН-Няганьнефтегаз,1,[13374]
3439,РН-ПУРНЕФТЕГАЗ,2,[ 9743 14721]
3440,РН-Пожарная безопасность,1,[11582]
3441,РН-Снабжение-Нефтеюганск,1,[10082]
3442,РН-Снабжение-Самара,2,[9181 9749]
3443,РНГ,5,[ 8853  6749  6972  6975 12641]
3444,РНГ Снабжение,1,[14694]
3445,РНГМ-ГРУПП,1,[13692]
3446,РНИИРС,2,[8051 8118]
3447,РО Николо-Сольбинский женский монастырь,1,[11806]
3448,РОЗСНАБ,1,[12565]
3449,РОКС-МСК,2,[14735 15230]
3450,РОСДОРНИИ,3,[10507 11899 11129]
3451,РОСИНЖИНИРИНГ,1,[14548]
3452,РОССИЙСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ЦЕНТР,1,[8580]
3453,РОССТАЛЬКОНСТРУКЦИЯ,1,[9643]
3454,РОСТЗИП,1,[8478]
3455,РОТЕК,1,[10957]
3456,РОЯЛ ГАРДЕН,1,[14320]
3457,РПО Тавр,1,[9899]
3458,РПОЛИМЕР,1,[13657]
3459,РПТП Гранит,1,[12148]
3460,РСК,2,[12332 11659]
3461,РСК-ЮГ,3,[10179 13020 10994]
3462,РСРС ГмбХ Рэйлвэй Инфрастракчер Проджектс,1,[14612]
3463,РСТ-ГЕНПОДРЯД,1,[8250]
3464,РСТ-ЭНЕРГО,2,[13416 11592]
3465,РСФ Арен-Стройцентр,2,[7563 7708]
3466,РТ-ИНВЕСТ СТРОЙ,1,[10800]
3467,РТ-Питание,1,[10523]
3468,РТ-СОЦСТРОЙ,3,[12713 13026 13129]
3469,РТ-СТРОЙИНЖИНИРИНГ,3,[13493 11685 11409]
3470,РТГ,1,[13566]
3471,РТК,2,[13847 15327]
3472,РТКОМ,1,[9201]
3473,РУБИКОН,1,[10457]
3474,РУБИКОНСТРОЙ,1,[14610]
3475,РУБИН,1,[8916]
3476,РУС ТРЭЙД,1,[11741]
3477,РУС-К,1,[8016]
3478,РУСАЛ,12,[ 7355  9748 10148 13785 13796 13797 12535 12595 12743 13106 12359 11115]
3479,РУСАЛ Ачинск,9,[ 9206  7378 10438  9587  6898  6956  6958  7033 13520]
3480,РУСАЛ ВАМИ,1,[7978]
3481,РУСАЛ ИТЦ,1,[14831]
3482,РУСАЛ Промтехразвитие,2,[14720 14822]
3483,РУСАМ,1,[15305]
3484,РУСВОДА ИНЖИНИРИНГ,3,[15345 12609 12072]
3485,РУСИНВЕСТСТРОЙ,1,[13294]
3486,РУСКВАС,1,[7881]
3487,РУСКОМ,1,[11928]
3488,РУСПЛАСТ,1,[14412]
3489,РУСПРОМКОМПЛЕКТ,1,[12680]
3490,РУССКИЙ ПРОДУКТ,2,[8038 8099]
3491,РУСТАРК,1,[13644]
3492,РУСФЕН,2,[12637 11152]
3493,РУТГЕРС СЕВЕРТАР,1,[13154]
3494,РФЯЦ – ВНИИТФ  им. академ. Е.И. Забабахина,1,[12188]
3495,РХ ГАЗ,1,[13041]
3496,РЭИАР - Строй,1,[7527]
3497,РЭТЗ Энергия,1,[9629]
3498,РЭУ №27,1,[9809]
3499,Работа-2,1,[9023]
3500,Рагин Э.Э.,1,[11011]
3501,Рада Мобилити,1,[8955]
3502,Радиофизика,1,[12861]
3503,РадонСтрой ,1,[7570]
3504,Радонеж-2,1,[13738]
3505,Радор М,1,[8446]
3506,Радумля,1,[13961]
3507,Радушие,3,[7629 7691 7781]
3508,Развитие,1,[14879]
3509,Раздолье,2,[ 9753 12165]
3510,Разрез - Кирбинский,7,[ 8741  8949 10620 12961 13118 12098 10905]
3511,Разрез Богатырь,2,[15152 13296]
3512,Разрез Саяно-Партизанский,2,[12037 11130]
3513,Рантье,1,[11736]
3514,Рассвет,1,[7119]
3515,Рассвет ,1,[7452]
3516,Ратимир,1,[13630]
3517,Реабилитационный центр для детей и подростков с ограниченными возможностями Сосновая горка,1,[14396]
3518,Ревдинский завод по обработке цветных металлов (РЗ ОЦМ),1,[14750]
3519,Региа Арт,1,[11855]
3520,Регион-Строй,1,[10024]
3521,Регион-инструмент,1,[11852]
3522,Регион-нефтепродукт,1,[12576]
3523,РегионПромСтрой,1,[11955]
3524,РегионСнаб,1,[8814]
3525,РегионСпецСтрой,1,[13960]
3526,РегионСтройКомплект,2,[13216 12028]
3527,Регионавтотранс,1,[12611]
3528,Региональная строительная компания,5,[ 9459 13924 14595 14830 12134]
3529,Региональный коммерческий центр,1,[8020]
3530,Региональный оператор управляющая компания,2,[ 9956 11182]
3531,Регионэлектро,1,[10535]
3532,РезалютЭнерго,1,[7585]
3533,Резонанс,1,[14507]
3534,Реконструкция,3,[13928 14431 14592]
3535,РемКомплект,1,[10596]
3536,РемСтрой,3,[ 9833 14221 13184]
3537,РемСтройИнвест,1,[12472]
3538,РемСтройМастер,1,[9368]
3539,РемЭнергоМонтаж,1,[11194]
3540,Ремдорстрой,1,[8455]
3541,Ремонтно-строительный комплекс Бернас,1,[10510]
3542,Ремстройконструкция,1,[10132]
3543,РенКапСтройПенза,1,[10242]
3544,РенСтройдеталь,1,[11523]
3545,Ренвия Сервис,1,[7092]
3546,Ренейссанс Констракшн,3,[ 8739 10169 13365]
3547,Ренейссанс Хэви Индастриз,3,[ 8093 12095 11648]
3548,Рени СПБ,1,[10568]
3549,РентТулз,2,[14126 15349]
3550,Реском-Тюмень,2,[9303 7353]
3551,Респик,2,[ 8435 15058]
3552,Рессор,1,[8213]
3553,Реставрация памятников культуры (Респамкул),1,[7770]
3554,Ресторанный ресурс,1,[10862]
3555,Ржевская-птицефабрика,1,[11184]
3556,РиД Инжиниринг,1,[11586]
3557,РиК Строй-С,1,[13402]
3558,Ривьера Марина Викторовна,1,[8984]
3559,Римера,1,[12138]
3560,РинЭлд,1,[10086]
3561,Рисан Риэлти,2,[9457 7263]
3562,Рисан-Строй 2,2,[8631 9165]
3563,Ритейл Лидер Групп,1,[10272]
3564,Ритуал,1,[9663]
3565,Риццани де Эккер,1,[11576]
3566,Рогалев А.С.,2,[10062 10063]
3567,Рогозин О.,1,[8669]
3568,Родер,1,[9012]
3569,Рой Виталий Александрович,1,[12571]
3570,Роксбер проект,1,[12930]
3571,Романишин Д.А.,1,[10010]
3572,Романов С.А.,1,[8199]
3573,РосАгроАльянс,1,[10199]
3574,РосИнвиста,1,[6822]
3575,РосМет,1,[8805]
3576,РосНефтеКомплект-Казахстан,1,[7848]
3577,РосРАО,1,[9819]
3578,Росгранстрой,5,[14418 14565 14998 13254 12155]
3579,Росгранстрой (Псковский филиал),2,[12912 12061]
3580,Росжелдор проект,2,[8353 7061]
3581,Роском24,1,[9493]
3582,Росморпорт,5,[ 9199  9198  9280  9197 13868]
3583,Россети,1,[13350]
3584,Россети Ленэнерго,1,[13196]
3585,Россети Северо-Запад,1,[14986]
3586,Российский концерн по производству электрической и тепловой энергии на атомных станциях,1,[11822]
3587,Российский экологический оператор,1,[13601]
3588,Россошанские Коммунальные Системы,1,[14214]
3589,Росспецтехмонтаж,1,[7106]
3590,РостДизель,1,[13232]
3591,Ростелеком,2,[ 8153 10713]
3592,Ростинпром,1,[9625]
3593,Ространсмодернизация,1,[13270]
3594,Ростсельмаш,2,[12852 12899]
3595,Ротекс,1,[8682]
3596,Роцевенкова Олеся Алексеевна ,1,[7446]
3597,Рошальский Индустриальный парк,5,[10162 10135 12804 11256 11099]
3598,Ртищевская РБ,2,[12432 12482]
3599,Рубеж,1,[6718]
3600,Рубеж-М,1,[9911]
3601,Рубитрон,1,[8647]
3602,Рублево – Архангельское,1,[13109]
3603,Рудерис,1,[7153]
3604,Рудник Валунистый,2,[ 7025 11038]
3605,Рудник Каральвеем,1,[14767]
3606,Рудник Таборный,1,[8709]
3607,РусГидро,2,[13233 13653]
3608,РусПластИнвест,1,[11369]
3609,РусПромЭнергоСистемы,1,[10859]
3610,РусСа Групп,2,[13867 14014]
3611,РусСтрой,1,[8207]
3612,РусТрейнИнжиниринг,3,[10152 12996 11145]
3613,РусТрейнИнжиниринг (РТИ),2,[13558 12360]
3614,РусХимАльянс,1,[14633]
3615,РусЭнергоМир,1,[6678]
3616,Русагро-Инвест,3,[10656 14354 13005]
3617,Русагро-Центр,1,[14483]
3618,Русал (ВАЛКОМ-ПМ),2,[13747 14582]
3619,Русатом Сервис,1,[9275]
3620,Русбурмаш,3,[14432 14463 12493]
3621,Рускомэнергострой,1,[13727]
3622,Русконтрактор,12,[ 8342  7491  8098  8262  9789 10810  6919  7051  7089 12001 11877 11837]
3623,Руспроект,1,[9544]
3624,Русская Аграрная Группа,1,[11995]
3625,Русская Медная Компания,2,[ 9117 14521]
3626,Русский Алюминий (РУСАЛ),1,[6680]
3627,Русский Уголь,19,"[ 8791  9082  8710  8781  7681  7823  8021  9880  9710  9751  9711 10588
 13778 14168  6878  7127  7266 12640 13195]"
3628,Русский минтай,1,[9788]
3629,Русско-германское совместное предприятие АВТОБАН,1,[9632]
3630,Русское горно-химическое общество (Кульдурский Бруситовый рудник),6,[ 9309  7398 10698 12422 12481 12034]
3631,Руссоль,2,[11437 11031]
3632,Рустика,1,[12567]
3633,Русэнерго,1,[8664]
3634,Рутек,1,[10525]
3635,Рутех,1,[7724]
3636,Рухсора,1,[10809]
3637,Рыгалов С. В.,2,[ 6853 12747]
3638,РэилМатик,1,[14991]
3639,Ряжский авторемонтный завод,1,[8665]
3640,Рязанские овощи,1,[11799]
3641,С Компани ,1,[7548]
3642,С-МАТЕРИАЛС,1,[15189]
3643,С-Трейд,1,[9298]
3644,С/п Юбилейный ГХК,1,[8873]
3645,САВВА,1,[10733]
3646,САЛФАТЕКС-В,1,[9052]
3647,САМ,2,[10166 10776]
3648,САМАРИЯ ЯММИ,1,[14753]
3649,САМАРСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА,1,[9304]
3650,САМОЛЕТ-РЕСУРС,1,[15227]
3651,САМОСПАС,1,[10790]
3652,САПА,1,[7967]
3653,САРМАТ,2,[14910 14980]
3654,САФИРОМЕД,1,[9942]
3655,САХА ГОЛД МАЙНИНГ,1,[13422]
3656,СБ Девелопмент,1,[8471]
3657,СБД,3,[10744 12729 10920]
3658,СБК-ГрупП,2,[14769 12979]
3659,СБМ-Групп,1,[7354]
3660,СБТ-СТРОЙ,1,[13642]
3661,СБУ,1,[10609]
3662,СВ ПГО,1,[8619]
3663,СВ – Сервис,1,[8754]
3664,СВАЙМАСТЕР,1,[10429]
3665,СВАРГО,1,[14930]
3666,СВАРОГ Северо-Запад,1,[8680]
3667,СВИНОКОМПЛЕКС ВОСТОЧНО-СИБИРСКИЙ,1,[15181]
3668,СВП,1,[8325]
3669,СВС-ЭМ,1,[14742]
3670,СВЭКО,1,[9239]
3671,СГ Транс Перевозчик,1,[6780]
3672,СГК,1,[7391]
3673,СГК-2,2,[7374 7303]
3674,СГК-Комплектация,1,[7371]
3675,СГК-Сервис,3,[7278 7295 7307]
3676,СГМ,8,[9118 8827 8794 9300 8909 7337 7514 7268]
3677,СГМ-ПОДВОДСТРОЙ,1,[14409]
3678,СДИ Маркет,1,[7976]
3679,СДКстрой,1,[13191]
3680,СДО-ЛОГИСТИК,3,[10264 10359 14416]
3681,СЕВ. Р. ДЕВЕЛОПМЕНТ,1,[13619]
3682,СЕВАСТОПОЛЬСТРОЙПРОЕКТ,1,[13666]
3683,СЕВЕР ЮГ,1,[12207]
3684,СЕВЕРНАЯ ЗВЕЗДА,4,[14645 15187 15317 13453]
3685,СЕВЕРНАЯ НИВА САМАРА,1,[13935]
3686,СЕВЕРОМОРСК ,1,[7346]
3687,СЕВПРОЕКТМОНТАЖ,1,[12344]
3688,СЕВерСтрой-НЧ,1,[10484]
3689,СЕЙФОРТСТРОЙЮС,1,[14812]
3690,СЕРВИС МЕНЕДЖМЕНТ-Р,1,[13950]
3691,СЕРВИС НЕФТЕГАЗ ТЕХНОЛОГИИ,1,[14279]
3692,СЕРВИС СТРОЙ,1,[15351]
3693,СЕРВИС-АЭРО,1,[13431]
3694,СЕРВИС-ТЕЛЕМАТИКА,1,[14788]
3695,СЕРВИСНО-ПРОДОВОЛЬСТВЕННАЯ КОМПАНИЯ,1,[13660]
3696,СЕРВИССТРОЙРЕКОНСТРУКЦИЯ,2,[ 8239 13044]
3697,СЕТ ,1,[7289]
3698,СЖС Восток Лимитед (SGS Vostok Limited),4,[ 9341  8163 12728 11060]
3699,СЗ Белорусский квартал,1,[11791]
3700,СЗ Джи Три Ильинский,1,[15125]
3701,СЗ КОШЕЛЕВ - ПРОЕКТ,2,[14513 11463]
3702,СЗ Катуар Девелопмент,1,[9176]
3703,СЗ РИВЬЕРА,1,[11714]
3704,СЗ РКС-Тверь,1,[11474]
3705,СЗ Рациополис,1,[11479]
3706,СЗ Уником,1,[10763]
3707,СЗ Юго-Запад Столицы,1,[15314]
3708,СЗСК,2,[ 7556 10617]
3709,СЗСК Прогресс,2,[7463 8105]
3710,СЗФК,2,[ 8903 12179]
3711,СИБ - ДАМЕЛЬ,1,[12881]
3712,СИБГДК,1,[12926]
3713,СИБИРСКАЯ ГОРНО-МЕТАЛЛУРГИЧЕСКАЯ КОМПАНИЯ (СГМК),2,[14695 14894]
3714,СИБИРЬ-ПОЛИМЕТАЛЛЫ,1,[14138]
3715,СИБИРЬЭНЕРГОРЕМОНТ,3,[13879 14309 14960]
3716,СИБИРЯК,1,[10825]
3717,СИБНЕФТЕГАЗ,1,[14754]
3718,СИБПРОМЭНЕРГО,1,[14176]
3719,СИБТЕХНОСТРОЙ,1,[14072]
3720,СИБТЕХСТРОЙ,1,[15042]
3721,СИБУР-КСТОВО,1,[8574]
3722,СИБУР-НЕФТЕХИМ,1,[15153]
3723,СИЗ Прибрежное,1,[11610]
3724,СИЛОВЫЕ СИСТЕМЫ,1,[13967]
3725,СИЛЬБЕР РОМАН ДМИТРИЕВИЧ,1,[15207]
3726,СИМЕМ СОЛЮШНС,1,[10104]
3727,СИМРУС,1,[12699]
3728,СИНАТОМ,2,[12987 13677]
3729,СИНТЕЗКОМПЛЕКТ,1,[15163]
3730,СИСТЕМА,1,[14963]
3731,СИТИ Центр Девелопмент,1,[11445]
3732,СИТИСПОРТ СТРОЙ,1,[10871]
3733,СИТРОНИКС,3,[14021 13371 13499]
3734,СК АВРОРА,1,[14081]
3735,СК АДАРТ,1,[8865]
3736,СК АТОМ СТРОЙ,1,[9821]
3737,СК Абсолют,1,[12070]
3738,СК Автодор,3,[15004 13495 13675]
3739,СК АгроБау,1,[10231]
3740,СК Альфа Регион,1,[12458]
3741,СК Атлант,1,[15185]
3742,СК Атлас,1,[8328]
3743,СК Атриум,2,[ 8212 10136]
3744,СК БИН,2,[14440 11406]
3745,СК ВВК,1,[15174]
3746,СК ВВС,1,[11003]
3747,СК ВОСТОК,1,[7525]
3748,СК Викинг-С,2,[12264 11715]
3749,СК Восток,1,[10477]
3750,СК Галактика,1,[14250]
3751,СК Горизонт,1,[11812]
3752,СК Град,1,[7193]
3753,СК Групп,1,[14808]
3754,СК ИНТОК,1,[9401]
3755,СК Импульс,1,[10115]
3756,СК ИнтерПол,2,[ 9936 13250]
3757,СК КРОНОС,1,[13273]
3758,СК Лидер,1,[10101]
3759,СК МАРИК,1,[14555]
3760,СК МАТИК-СТРОЙ,1,[9507]
3761,СК МИР,1,[12382]
3762,СК МИРАЙ,1,[9875]
3763,СК МОРДОВИЯ,1,[13346]
3764,СК МОРПИТЕРСТРОЙ,1,[11181]
3765,СК МОСТ,3,[10612 15303 11619]
3766,СК Марокс,1,[10005]
3767,СК Механизация,1,[6896]
3768,СК Модуль,1,[9356]
3769,СК НАТЕКО,1,[8472]
3770,СК Нева-Строй,1,[9278]
3771,СК Нефтегазкомплекс,1,[11555]
3772,СК Новоспасский мост,1,[11109]
3773,СК Орион ,1,[7380]
3774,СК ПРОФМОНТАЖ,1,[12992]
3775,СК Первомайская,1,[11548]
3776,СК Пересвет,1,[8123]
3777,СК Полет,1,[10280]
3778,СК РЕСУРС,1,[13396]
3779,СК РУСВЬЕТПЕТРО,1,[14575]
3780,СК Ресурс Газ Строй,1,[13618]
3781,СК РусВелдинг,2,[10651 11600]
3782,СК САМОС,1,[13800]
3783,СК СВАЙМАСТЕР,1,[14718]
